product_id,product_type,product_name,size,colour,quantity_x,description,sales_id,order_id,price_per_unit,quantity_y,total_price,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,zip_code,city,state,country,bins
502.0,Jacket,Windbreaker,M,yellow,52.0,"A yellow coloured, M sized, Windbreaker Jacket",3806.0,760.0,102.0,1.0,102.0,207.0,14658.0,2021-7-9,2021-07-11,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(108.125, 111.75]"
661.0,Jacket,Coach,S,violet,74.0,"A violet coloured, S sized, Coach Jacket",3807.0,760.0,93.0,2.0,186.0,207.0,14658.0,2021-7-9,2021-07-11,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(111.75, 115.375]"
729.0,Jacket,Trench Coat,XL,indigo,64.0,"A indigo coloured, XL sized, Trench Coat Jacket",3805.0,760.0,119.0,1.0,119.0,207.0,14658.0,2021-7-9,2021-07-11,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(111.75, 115.375]"
1026.0,Trousers,Relaxed Leg,S,yellow,43.0,"A yellow coloured, S sized, Relaxed Leg Trousers",3810.0,760.0,90.0,3.0,270.0,207.0,14658.0,2021-7-9,2021-07-11,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(93.625, 97.25]"
1188.0,Trousers,High-Waisted,L,violet,68.0,"A violet coloured, L sized, High-Waisted Trousers",3811.0,760.0,99.0,1.0,99.0,207.0,14658.0,2021-7-9,2021-07-11,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(97.25, 100.875]"
1234.0,Trousers,Tracksuit Bottoms,XL,orange,42.0,"A orange coloured, XL sized, Tracksuit Bottoms Trousers",3808.0,760.0,112.0,1.0,112.0,207.0,14658.0,2021-7-9,2021-07-11,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847.0,Elijahburgh,Queensland,Australia,"(89.971, 93.625]"
1.0,Shirt,Oxford Cloth,S,red,53.0,"A red coloured, S sized, Oxford Cloth Shirt",4962.0,992.0,96.0,3.0,288.0,770.0,53679.0,2021-7-23,2021-08-14,Thorsten Sowrey,Polygender,50.0,7024 Sauer DriveSuite 553,4196.0,Port Isabelle,South Australia,Australia,"(111.75, 115.375]"
299.0,Shirt,Cuban Collar,XL,green,60.0,"A green coloured, XL sized, Cuban Collar Shirt",4963.0,992.0,105.0,1.0,105.0,770.0,53679.0,2021-7-23,2021-08-14,Thorsten Sowrey,Polygender,50.0,7024 Sauer DriveSuite 553,4196.0,Port Isabelle,South Australia,Australia,"(89.971, 93.625]"
485.0,Jacket,Puffer,XS,violet,74.0,"A violet coloured, XS sized, Puffer Jacket",4964.0,992.0,118.0,1.0,118.0,770.0,53679.0,2021-7-23,2021-08-14,Thorsten Sowrey,Polygender,50.0,7024 Sauer DriveSuite 553,4196.0,Port Isabelle,South Australia,Australia,"(108.125, 111.75]"
539.0,Jacket,Leather,XL,yellow,67.0,"A yellow coloured, XL sized, Leather Jacket",4965.0,992.0,98.0,3.0,294.0,770.0,53679.0,2021-7-23,2021-08-14,Thorsten Sowrey,Polygender,50.0,7024 Sauer DriveSuite 553,4196.0,Port Isabelle,South Australia,Australia,"(111.75, 115.375]"
1214.0,Trousers,Pleated,XL,blue,55.0,"A blue coloured, XL sized, Pleated Trousers",4961.0,992.0,105.0,2.0,210.0,770.0,53679.0,2021-7-23,2021-08-14,Thorsten Sowrey,Polygender,50.0,7024 Sauer DriveSuite 553,4196.0,Port Isabelle,South Australia,Australia,"(89.971, 93.625]"
2.0,Shirt,Oxford Cloth,M,red,54.0,"A red coloured, M sized, Oxford Cloth Shirt",2.0,1.0,96.0,3.0,288.0,64.0,30811.0,2021-8-30,2021-09-24,Annabella Devote,Genderfluid,75.0,4927 Alice MeadowApt. 960,7787.0,Sanfordborough,South Australia,Australia,"(111.75, 115.375]"
218.0,Shirt,Chambray,L,orange,44.0,"A orange coloured, L sized, Chambray Shirt",0.0,1.0,106.0,2.0,212.0,64.0,30811.0,2021-8-30,2021-09-24,Annabella Devote,Genderfluid,75.0,4927 Alice MeadowApt. 960,7787.0,Sanfordborough,South Australia,Australia,"(104.5, 108.125]"
481.0,Jacket,Puffer,S,indigo,62.0,"A indigo coloured, S sized, Puffer Jacket",1.0,1.0,118.0,1.0,118.0,64.0,30811.0,2021-8-30,2021-09-24,Annabella Devote,Genderfluid,75.0,4927 Alice MeadowApt. 960,7787.0,Sanfordborough,South Australia,Australia,"(108.125, 111.75]"
691.0,Jacket,Parka,S,indigo,53.0,"A indigo coloured, S sized, Parka Jacket",4.0,1.0,113.0,3.0,339.0,64.0,30811.0,2021-8-30,2021-09-24,Annabella Devote,Genderfluid,75.0,4927 Alice MeadowApt. 960,7787.0,Sanfordborough,South Australia,Australia,"(115.375, 119.0]"
981.0,Trousers,Wool,S,red,65.0,"A red coloured, S sized, Wool Trousers",5.0,1.0,106.0,3.0,318.0,64.0,30811.0,2021-8-30,2021-09-24,Annabella Devote,Genderfluid,75.0,4927 Alice MeadowApt. 960,7787.0,Sanfordborough,South Australia,Australia,"(108.125, 111.75]"
1002.0,Trousers,Wool,M,blue,52.0,"A blue coloured, M sized, Wool Trousers",3.0,1.0,106.0,2.0,212.0,64.0,30811.0,2021-8-30,2021-09-24,Annabella Devote,Genderfluid,75.0,4927 Alice MeadowApt. 960,7787.0,Sanfordborough,South Australia,Australia,"(108.125, 111.75]"
2.0,Shirt,Oxford Cloth,M,red,54.0,"A red coloured, M sized, Oxford Cloth Shirt",128.0,28.0,96.0,2.0,192.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(111.75, 115.375]"
19.0,Shirt,Oxford Cloth,XL,green,42.0,"A green coloured, XL sized, Oxford Cloth Shirt",124.0,28.0,96.0,2.0,192.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(111.75, 115.375]"
226.0,Shirt,Chambray,S,green,63.0,"A green coloured, S sized, Chambray Shirt",125.0,28.0,106.0,2.0,212.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(104.5, 108.125]"
684.0,Jacket,Parka,XL,green,55.0,"A green coloured, XL sized, Parka Jacket",130.0,28.0,113.0,3.0,339.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(115.375, 119.0]"
730.0,Jacket,Trench Coat,XS,violet,64.0,"A violet coloured, XS sized, Trench Coat Jacket",127.0,28.0,119.0,1.0,119.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(111.75, 115.375]"
761.0,Jacket,Peacoat,S,indigo,49.0,"A indigo coloured, S sized, Peacoat Jacket",129.0,28.0,109.0,2.0,218.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(100.875, 104.5]"
803.0,Jacket,Pullover,L,violet,78.0,"A violet coloured, L sized, Pullover Jacket",134.0,28.0,91.0,2.0,182.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(111.75, 115.375]"
922.0,Trousers,Drawstring,M,yellow,55.0,"A yellow coloured, M sized, Drawstring Trousers",131.0,28.0,96.0,2.0,192.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(100.875, 104.5]"
1053.0,Trousers,Joggers,L,red,63.0,"A red coloured, L sized, Joggers Trousers",132.0,28.0,93.0,2.0,186.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(93.625, 97.25]"
1158.0,Trousers,High-Waisted,L,red,52.0,"A red coloured, L sized, High-Waisted Trousers",126.0,28.0,99.0,1.0,99.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(97.25, 100.875]"
1259.0,Trousers,Tracksuit Bottoms,XL,violet,60.0,"A violet coloured, XL sized, Tracksuit Bottoms Trousers",133.0,28.0,112.0,3.0,336.0,206.0,29968.0,2021-8-19,2021-09-04,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(89.971, 93.625]"
78.0,Shirt,Flannel,L,orange,59.0,"A orange coloured, L sized, Flannel Shirt",969.0,199.0,118.0,2.0,236.0,206.0,58054.0,2021-5-17,2021-05-18,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(93.625, 97.25]"
249.0,Shirt,Polo,XL,red,76.0,"A red coloured, XL sized, Polo Shirt",972.0,199.0,95.0,3.0,285.0,206.0,58054.0,2021-5-17,2021-05-18,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(115.375, 119.0]"
655.0,Jacket,Coach,XS,indigo,42.0,"A indigo coloured, XS sized, Coach Jacket",971.0,199.0,93.0,3.0,279.0,206.0,58054.0,2021-5-17,2021-05-18,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(111.75, 115.375]"
1057.0,Trousers,Joggers,M,orange,52.0,"A orange coloured, M sized, Joggers Trousers",970.0,199.0,93.0,3.0,279.0,206.0,58054.0,2021-5-17,2021-05-18,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(93.625, 97.25]"
279.0,Shirt,Polo,XL,violet,79.0,"A violet coloured, XL sized, Polo Shirt",2032.0,409.0,95.0,3.0,285.0,206.0,15453.0,2021-5-3,2021-05-11,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(115.375, 119.0]"
579.0,Jacket,Bomber,XL,green,79.0,"A green coloured, XL sized, Bomber Jacket",2030.0,409.0,100.0,3.0,300.0,206.0,15453.0,2021-5-3,2021-05-11,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(89.971, 93.625]"
772.0,Jacket,Pullover,M,red,55.0,"A red coloured, M sized, Pullover Jacket",2029.0,409.0,91.0,2.0,182.0,206.0,15453.0,2021-5-3,2021-05-11,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(111.75, 115.375]"
1141.0,Trousers,Cargo Pants,S,blue,63.0,"A blue coloured, S sized, Cargo Pants Trousers",2031.0,409.0,102.0,2.0,204.0,206.0,15453.0,2021-5-3,2021-05-11,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(104.5, 108.125]"
1230.0,Trousers,Tracksuit Bottoms,XS,orange,57.0,"A orange coloured, XS sized, Tracksuit Bottoms Trousers",2033.0,409.0,112.0,3.0,336.0,206.0,15453.0,2021-5-3,2021-05-11,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(89.971, 93.625]"
405.0,Shirt,Casual Slim Fit,XS,blue,55.0,"A blue coloured, XS sized, Casual Slim Fit Shirt",1943.0,390.0,119.0,3.0,357.0,206.0,57651.0,2021-1-20,2021-01-24,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(111.75, 115.375]"
685.0,Jacket,Parka,XS,blue,67.0,"A blue coloured, XS sized, Parka Jacket",1944.0,390.0,113.0,2.0,226.0,206.0,57651.0,2021-1-20,2021-01-24,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(115.375, 119.0]"
1101.0,Trousers,Cropped,S,green,71.0,"A green coloured, S sized, Cropped Trousers",1942.0,390.0,115.0,3.0,345.0,206.0,57651.0,2021-1-20,2021-01-24,Crin Johnikin,Polygender,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,"(97.25, 100.875]"
2.0,Shirt,Oxford Cloth,M,red,54.0,"A red coloured, M sized, Oxford Cloth Shirt",141.0,30.0,96.0,1.0,96.0,260.0,59350.0,2021-7-7,2021-07-26,Whitney Scarman,Female,27.0,01 D'amore ManorSuite 692,3012.0,Trompview,Tasmania,Australia,"(111.75, 115.375]"
325.0,Shirt,Mandarin Collar,XS,yellow,45.0,"A yellow coloured, XS sized, Mandarin Collar Shirt",140.0,30.0,109.0,2.0,218.0,260.0,59350.0,2021-7-7,2021-07-26,Whitney Scarman,Female,27.0,01 D'amore ManorSuite 692,3012.0,Trompview,Tasmania,Australia,"(104.5, 108.125]"
407.0,Shirt,Casual Slim Fit,M,blue,61.0,"A blue coloured, M sized, Casual Slim Fit Shirt",139.0,30.0,119.0,2.0,238.0,260.0,59350.0,2021-7-7,2021-07-26,Whitney Scarman,Female,27.0,01 D'amore ManorSuite 692,3012.0,Trompview,Tasmania,Australia,"(111.75, 115.375]"
411.0,Shirt,Casual Slim Fit,S,indigo,65.0,"A indigo coloured, S sized, Casual Slim Fit Shirt",142.0,30.0,119.0,2.0,238.0,260.0,59350.0,2021-7-7,2021-07-26,Whitney Scarman,Female,27.0,01 D'amore ManorSuite 692,3012.0,Trompview,Tasmania,Australia,"(111.75, 115.375]"
462.0,Jacket,Puffer,M,orange,61.0,"A orange coloured, M sized, Puffer Jacket",144.0,30.0,118.0,3.0,354.0,260.0,59350.0,2021-7-7,2021-07-26,Whitney Scarman,Female,27.0,01 D'amore ManorSuite 692,3012.0,Trompview,Tasmania,Australia,"(108.125, 111.75]"
1167.0,Trousers,High-Waisted,M,yellow,45.0,"A yellow coloured, M sized, High-Waisted Trousers",143.0,30.0,99.0,1.0,99.0,260.0,59350.0,2021-7-7,2021-07-26,Whitney Scarman,Female,27.0,01 D'amore ManorSuite 692,3012.0,Trompview,Tasmania,Australia,"(97.25, 100.875]"
44.0,Shirt,Dress,XL,orange,78.0,"A orange coloured, XL sized, Dress Shirt",3495.0,704.0,104.0,2.0,208.0,260.0,45954.0,2021-7-21,2021-07-27,Whitney Scarman,Female,27.0,01 D'amore ManorSuite 692,3012.0,Trompview,Tasmania,Australia,"(115.375, 119.0]"
63.0,Shirt,Dress,L,indigo,71.0,"A indigo coloured, L sized, Dress Shirt",3497.0,704.0,104.0,2.0,208.0,260.0,45954.0,2021-7-21,2021-07-27,Whitney Scarman,Female,27.0,01 D'amore ManorSuite 692,3012.0,Trompview,Tasmania,Australia,"(115.375, 119.0]"
